title,alternate_names,description,publisher,country,genres,rating_value,rating_count,date_published,keywords,actors,written_by,director,episodes,release_years,url
Empress Ki (TV series),_,"The series revolves around Ki Seung-nyang (Ha Ji-won), a Goryeo-born woman who ascends to power despite the restrictions of the era's class system, and later marries Toghon Temür (emperor of the Yuan dynasty) to become a Yuan empress, instead of her first love, Wang Yoo (Joo Jin-mo). It managed to highlight the deep love the Emperor embedded in Lady Ki and depicts her loves and political ambitions.",MBC TV,_,"Historical, Romance",_,_,"October 28, 2013 –
April 29, 2014",_,"Ha Ji-won, Joo Jin-mo, Ji Chang-wook, Baek Jin-hee","Jang Young-chul, Jung Kyung-soon","Han Hee, Lee Sung-joon",51,"2013, 2014",_
Empress Myeongseong (TV series),_,Empress Myeongseong (Korean: 명성황후) is a 2001 and 2002 South Korean television series that aired on KBS2.,KBS2,_,Historical,_,_,"May 9, 2001 –
July 18, 2002",_,"Lee Mi-yeon, Choi Myung-gil, Lee Jin-woo, Yoo Dong-geun",Jung Ha-yeon,"Yoon Chang-bum, Shin Chang-suk",124,"2001, 2002",_
Enchanting Neighbor,"Fabulous Neighbor, Wonderful Neighbors","Enchanting Neighbor (Korean: 황홀한 이웃; RR: Hwangholhan iut) is a 2015 South Korean morning daily drama series starring Yoon Son-ha, Seo Do-young, Park Tam-hee and Yoon Hee-seok. The morning soap opera aired on SBS from January 5 to June 19, 2015, airing every Monday to Friday at 08:30 am for 119 episodes.",Seoul Broadcasting System,_,"Melodrama, Romance, Revenge, Family",_,_,"January 5 –
July 2, 2015",_,"Yoon Son-ha, Seo Do-young, Park Tam-hee, Yoon Hee-seok",Park Hye-ryeon,Park Kyeong-ryeol,156,2015,_
Encounter,"Boyfriend, Encontro, nam-ja-chin-gu, Namjachingu, Бойфренд, لقاء غير متوقع, 男朋友","What happens when an encounter between a man and a woman who seem to have nothing in common develops into a complicated love story?

Cha Soo Hyun is the daughter of a politician who lives a  life where she is unable to choose her own path. After graduating from college, she entered into a loveless marriage with the son of a wealthy conglomerate, a marriage only beneficial to her politician father. She  then gets divorced. Her life is changed further when she meets simple and kind Kim Jin Hyuk. 

Kim Jin Hyuk is ordinary and innocent, a young man who enjoys life and finds happiness in the smaller things. He works various part-time jobs to earn a living but is looking for a regular job. One day, he decides to take a trip abroad, where he meets Cha Soo Hyun.

(Source: AJ at MyDramaList)    Edit Translation         English     한국어     中文(简体)     Arabic",tvN,South Korea,"Romance, Drama, Melodrama",8.1,21631,28/11/2018,"Boss-Employee Relationship, Older Woman/Younger Man, Disapproving Parent, Photography, Rich Woman/Poor Man, Hotel Management, Conglomerate, Poor Male Lead, Filmed Abroad, Calm Female Lead","Song Hye Kyo, Park Bo Gum, Jang Seung Jo, Ko Chang Seok, Shin Jung Keun, Nam Gi Ae",_,_,_,_,_
Encounter (South Korean TV series),_,"Brought together by fate, a woman who seems to have everything and a young man who seems to have nothing decide to give up an ordinary life to be together. Cha Soo-hyun (Song Hye-kyo), daughter of a politician, lives a pathetic life guided by others. She was ""sold-off"" by marrying to a rich family, only to divorce her husband because of his affair. Her former mother-in-law adds as a condition to her divorce that Soo-hyun must attend that family's functions when called.",tvN,_,"Melodrama, Romance",_,_,"November 28, 2018 –
January 24, 2019",_,"Song Hye-kyo, Park Bo-gum",Yoo Young-ah,Park Shin-woo,16,"2018, 2019",_
Ending Again,"Ddohanbeon Ending, Terminando Novamente, Ttohanbeon ending, Новый финал | Очередной финал","While working as a marketing intern at the Levan Art Museum, Cha In Young  may not be living the dream life, but she’s certainly on her way to making her long-term dreams come true. At least that was what she thought until Yoo Chan Hee, her boyfriend of eight years, suddenly announced that he was going abroad to pursue his own dreams and then proceeded to dump her. Now on her own,  In Young has decided to swear off men and marriage and focus solely on herself and her career. 

Unfortunately, picking up the pieces of your broken life isn’t easy, especially not once you realize you’ve been trapped in a shady real estate scam. Now faced with the possibility of losing her home, In Young has no idea what it is she’s going to do next. At the end of her rope, In Young is willing to take drastic measures, in order to keep her home which is why she agrees to fake a relationship with one of her college juniors, Do Yoon Soo. An art management major who has only recently returned to classes, Yoon Soo has a complicated relationship with his sunbae. But when they both find themselves in need of financial support, he agrees to “marry” In Young to receive the government aid available to newlyweds.

(Source: Viki)    Edit Translation         English     Русский     magyar / magyar nyelv     dansk",Naver TV Cast,South Korea,"Romance, Youth, Drama",7.7,7247,08/02/2020,"Web Series, Contract Relationship, Love Triangle, Break up, One-night Stand, First Love, Revenge, Short Length Series, Marriage of Convenience, Ex Comes Back","Jo Soo Min, Kim Geon Won, Kang Hui, Kim Seo An, Ma Si Hwan, Kim Min Jong",_,_,_,_,_
Endless Love (2000 TV series),_,_,Korean Broadcasting System,_,_,_,_,"September 18, 2000 –
May 16, 2006",_,_,_,Yoon Seok-ho,76,"2000, 2006",_
Endless Love (2014 TV series),_,"A period drama that tells the story of the loves, dreams, and ambitions of a woman who lived from the 1970s to the 1990s, an era of great political and economic upheaval in South Korea.",SBS TV,_,"Period drama, Romance, Melodrama, Crime, Action",_,_,"June 21 –
October 26, 2014",_,"Hwang Jung-eum, Ryu Soo-young, Jung Kyung-ho",Na Yeon-sook,Lee Hyun-jik,37,2014,_
Enemies from the Past,Forever Enemies,"After her father left the family home after having an affair ten years previous, Choi Go-ya supports her family by doing part-time work. She is now looking for a full-time job. Min Ji-seok is a lawyer who specializes in divorces and is skeptical about marriage, but he meets Go-ya and gets close to her. However, they face difficulties as their families are enemies.",MBC TV,_,"Family, Melodrama",_,_,"November 27, 2017 –
June 1, 2018",_,"Choi Yoon-young, Goo Won, Ahn Jae-mo, Go Na-yeon",Kim Ji-eun,Kim Heung-dong,123,"2017, 2018",_
ENHYPEN&amp;Hi,"ENHYPEN & Hi, ENHYPEN&Hi Season 1, ENHYPEN&Привет, ENHYPENHi","It realistically show the seven winners of the reality program “I-LAND” come together as a team and fulfill their dreams.

(Source: Soompi)      Edit Translation         English     Русский     हिन्दी     magyar / magyar nyelv",Mnet,South Korea,Comedy,8.8,1162,11/11/2020,"Pop Music, Enhypen, K-Pop, Variety Show, Friendship","Hee Seung, Jay, Park Sung Hoon, Jake, Kim Sun Oo, Yang Jung Won",_,_,_,_,_
Entertainer,"Ddanddara, Tantara, The Entertainer","Seok Ho is a manager who finds success in raising a highly popular idol group. He hopes for more success as he plans to take his group and build his own label, but he eventually falls flat on his face. He deceives people to find his way back to the top and meets Ha Neul, who gave up dreams to become a singer after losing his parents. Having been wrongly convicted of  a crime, he is in a state of despair when he meets Seok Ho. Meanwhile, Seok Ho seems untrustworthy to Ha Neul's sister, Geu Rin. To protect her younger brother, Geu Rin takes a break from her university to work several part-time jobs. But seeing her younger brother feel lifted from despair when he meets Seok Ho, Geu Rin is determined to become his manager as he embarks on an inspiring life project, the Entertainers.

(Source: Viki)    Edit Translation         English     Italiano     Español     magyar / magyar nyelv",SBS,South Korea,"Music, Business, Comedy, Drama",7.7,8724,20/04/2016,"Unrequited Love, Bromance, Entertainment Industry, Slight Romance, Older Man/Younger Woman, Band, Older Woman/Younger Man, Friendship, Idol Supporting Character, Idol Male Lead","Ji Sung, Lee Hye Ri, Kang Min Hyuk, Chae Jung An, Gong Myung, Lee Tae Sun",_,_,_,_,_
Entertainer (TV series),_,"Shin Suk-ho (Ji Sung) is a successful manager who works for KTOP entertainment, one of the largest entertainment companies in South Korea. After deciding to become independent and trying to develop his own company, Mango Entertainment, he suddenly faces many hardships and loses everything he has and goes to prison. After release, while he is trying to find a way back to life, he finds a talented high school student, Jo Ha-neul (Kang Min-hyuk) and decides to turn him into a famous singer. But he realizes that Ha-neul is an ex-convict and was accused for sexual abuse by his friend, Lee Ji-Young (Jo Yun-seo). Shin Suk-ho starts a new journey with Ha-neul, forms the group 'Entertainer Band' (Ddandara band/ 딴다라 벤드), and tries to put things in their right place with the help of band members, his loyal friends and Jung Geu-rin (Lee Hye-ri), Ha-neul's hard-working sister.",SBS,_,"Romance comedy, Music",_,_,"April 20 –
June 16, 2016",_,"Ji Sung, Lee Hye-ri, Kang Min-hyuk, Chae Jung-an",Yoo Young-ah,Hong Sung-chang,18,2016,_
